image_name,image_path,has_label,label_path,laplacian_variance,is_blurry
20230816_152644.jpg,DataSet/images/20230816_152644.jpg,False,,2347.922290492168,False
20230816_152639.jpg,DataSet/images/20230816_152639.jpg,False,,459.566002569842,False
20230816_152701.jpg,DataSet/images/20230816_152701.jpg,False,,940.5214581399351,False
20230816_075334.jpg,DataSet/images/20230816_075334.jpg,False,,152.9614575948427,False
20230816_152722.jpg,DataSet/images/20230816_152722.jpg,False,,1750.824223713166,False
20240201_165219.jpg,DataSet/images/20240201_165219.jpg,False,,703.5036016519973,False
20230816_152651.jpg,DataSet/images/20230816_152651.jpg,False,,901.9784826978263,False
20230816_152706.jpg,DataSet/images/20230816_152706.jpg,False,,692.9022646098741,False
20240201_165232.jpg,DataSet/images/20240201_165232.jpg,False,,167.29414069848116,False
20240201_165227.jpg,DataSet/images/20240201_165227.jpg,False,,367.9270896648336,False
20230816_152712.jpg,DataSet/images/20230816_152712.jpg,False,,1949.747112248358,False
20240201_165149.jpg,DataSet/images/20240201_165149.jpg,False,,151.87230829921126,False
20230816_152629.jpg,DataSet/images/20230816_152629.jpg,False,,267.9256975758075,False
20240201_165141.jpg,DataSet/images/20240201_165141.jpg,False,,1181.484749830072,False
20230810_172209.jpg,DataSet/images/20230810_172209.jpg,False,,350.8436876635129,False
20230816_075233.jpg,DataSet/images/20230816_075233.jpg,False,,90.67197577921122,True
20230810_094137.jpg,DataSet/images/20230810_094137.jpg,False,,1172.1079025683866,False
20230816_075331.jpg,DataSet/images/20230816_075331.jpg,False,,109.85769553062505,False
20230811_184936.jpg,DataSet/images/20230811_184936.jpg,False,,175.5459244020459,False
20230816_075248.jpg,DataSet/images/20230816_075248.jpg,False,,134.88034349999967,False
20230816_075222.jpg,DataSet/images/20230816_075222.jpg,False,,959.0101134129359,False
20230816_152659.jpg,DataSet/images/20230816_152659.jpg,False,,1058.8331756923346,False
20230811_185030.jpg,DataSet/images/20230811_185030.jpg,False,,235.60350835394829,False
20230808_112332.jpg,DataSet/images/20230808_112332.jpg,False,,806.673240825204,False
